Blocks (Y, X), N, S, E, W, P, D
1_1,-99.9,-1.99261599455671,-1.99282123735494,-99.9,0,0
1_2,-99.9,-1.98875134211596,-1.99041379350125,-1.98985678709557,0,0
1_3,-99.9,-1.98980278373159,-1.98937731934619,-1.99029974459423,0,0
1_4,-99.9,-1.98659607528394,-1.98550763773653,-1.98689053742257,0,0
1_5,-99.9,-1.98630484357024,-99.9,-1.98802080424172,0,0
2_1,-1.98886953795897,-1.98736910691716,-1.98776629121738,-99.9,0,0
2_2,-1.98431421947385,-1.9832303175434,-1.98385905535885,-1.98399869811451,0,0
2_3,-1.98623801801436,-1.98333087161254,-1.98504070571764,-1.98468599208697,0,0
2_4,-1.98156760396632,-1.97988604598561,-1.98121281703931,-1.98228029020988,0,0
2_5,-1.97892358565957,-1.97363830965006,-99.9,-1.97793424430437,12.0153747457058,0
3_1,-1.9823812851967,-1.97852534410771,-1.98058189760895,-99.9,0,0
3_2,-1.97626983967248,-1.97304848772351,-1.9764971268952,-1.97460525974679,12.0204400647619,0
3_3,-1.9780842984833,-1.97770863536012,-1.97947326499155,-1.97897306471299,0,0
3_4,-1.97137270873956,-1.97049296272833,-1.96834106648846,-1.96725378990102,12.0160379161046,0
3_5,-1.97276086292614,-1.97072162377934,-99.9,-1.97208885979006,0,0
4_1,-1.97210230287876,-1.96657707735945,-1.96977387970396,-99.9,12.0267979990663,0
4_2,-1.9675085980992,-1.96509632798681,-1.96771030444098,-1.96727447179918,0,0
4_3,-1.96824490035514,-1.96412043787648,-1.96242145025743,-1.96769313716818,12.0199631246452,0
4_4,-1.97057034973184,-1.96812441379171,-1.96894088618448,-1.9716681710344,0,0
4_5,-1.97321569516854,-1.97382103335991,-99.9,-1.97508744379549,12.0160034939478,0
5_1,-1.96668206555906,-99.9,-1.9644151814938,-99.9,0,0
5_2,-1.96643508131577,-99.9,-1.96761538801758,-1.96827720034992,11.9538543437111,0
5_3,-1.96930273737723,-99.9,-1.97076418626094,-1.97205701901096,0,0
5_4,-1.97534480995256,-99.9,-1.98038153288436,-1.97724997654797,0,0
5_5,-1.98499832488674,-99.9,-99.9,-1.98497462528531,0,0


1_1,-99.9,-1.99177926962324,-1.99263767768766,-99.9,0,0
1_2,-99.9,-1.99320865121137,-1.9925530200943,-1.99208220779588,0,12.0095751105114
1_3,-99.9,-1.99292621764415,-1.99358094872758,-1.99343503824646,0,0
1_4,-99.9,-1.99408853105685,-1.993257111363,-1.99360574499822,0,11.9633987348342
1_5,-99.9,-1.99473279977517,-99.9,-1.9938011015051,0,0
2_1,-1.99218047924007,-1.99183820570788,-1.99216893858655,-99.9,0,12.0094578144879
2_2,-1.99292929710958,-1.9931157353923,-1.99386482096112,-1.99269618301759,0,0
2_3,-1.99409247581833,-1.99352060066036,-1.99441269863913,-1.99382440101323,0,0
2_4,-1.9946241497669,-1.99499817535722,-1.99453336220747,-1.99470633838233,0,0
2_5,-1.99489510849393,-1.99538986596311,-99.9,-1.99529714507805,0,12.0039512178934
3_1,-1.99323749123258,-1.99309851211389,-1.99265527152064,-99.9,0,0
3_2,-1.9945990554803,-1.9954477761931,-1.99530163620768,-1.99454345188793,0,12.0037365731907
3_3,-1.99450071944791,-1.9951718066825,-1.99505624756184,-1.99476093094802,0,0
3_4,-1.99505069160377,-1.99562051840324,-1.9951991363225,-1.99514101374722,0,12.0040743822771
3_5,-1.99681178298902,-1.99674284521562,-99.9,-1.99676798810718,0,0
4_1,-1.99539134621997,-1.99555246524894,-1.99606771563713,-99.9,0,0
4_2,-1.99712653098468,-1.99731341509979,-1.99716088812241,-1.99726331084015,0,0
4_3,-1.99537643531657,-1.99596888117863,-1.9953805988831,-1.9963265504433,0,12.0037780692081
4_4,-1.9946688522453,-1.99478006962794,-1.99441236584811,-1.99531386009057,0,0
4_5,-1.99381738002792,-1.99383240569823,-99.9,-1.99460696025568,0,12.0034410636468
5_1,-1.9963277540887,-99.9,-1.9958755057518,-99.9,0,0
5_2,-1.99672315419976,-99.9,-1.99615479812469,-1.99657461399372,0,0
5_3,-1.99548492766663,-99.9,-1.99551060660112,-1.99572219292698,0,0
5_4,-1.99331139820874,-99.9,-1.99374384926639,-1.99437180551461,0,12.004723026854
5_5,-1.99362441622281,-99.9,-99.9,-1.99417662188373,0,0
