Blocks (Y, X), N, S, E, W, P, D
1_1,-99.9,-1.99246500498819,-1.99328276811427,-99.9,0,0
1_2,-99.9,-1.98924225914258,-1.99013728343314,-1.99167633837939,0,0
1_3,-99.9,-1.98740693423112,-1.98800618224097,-1.98862142022167,0,0
1_4,-99.9,-1.98813088358997,-1.98950034129968,-1.98849462023785,0,0
1_5,-99.9,-1.99054089446376,-99.9,-1.99107726992971,0,0
2_1,-1.98903995822261,-1.98695620735883,-1.98703986372132,-99.9,0,0
2_2,-1.98640639755012,-1.98095209806117,-1.98115873423989,-1.98442202575045,0,0
2_3,-1.98364119424009,-1.98426707654686,-1.9844908792275,-1.98446334666032,0,0
2_4,-1.98725764197665,-1.98323595190069,-1.98275751576255,-1.98436966316748,0,0
2_5,-1.98532139562326,-1.98514221383651,-99.9,-1.98437647327111,12.0138068374879,0
3_1,-1.98288764666293,-1.97789611377024,-1.97762582429574,-99.9,0,0
3_2,-1.964424582781,-1.96321822960727,-1.97181856521474,-1.96802930920551,12.017323089898,0
3_3,-1.98433685633497,-1.98279222180594,-1.98227151107158,-1.9814327721577,0,0
3_4,-1.97589856772822,-1.97676554660012,-1.98056270533878,-1.97845210997008,12.0124730564679,0
3_5,-1.98301538638401,-1.98411361031362,-99.9,-1.98273638659842,0,0
4_1,-1.96212653464957,-1.96700780338083,-1.96441529534873,-99.9,12.0253853637584,0
4_2,-1.96731195344922,-1.96580933120775,-1.97062974559227,-1.96535678224703,0,0
4_3,-1.97491802968391,-1.9728174209276,-1.97596857122986,-1.97195093462246,12.0178396273763,0
4_4,-1.97834065646682,-1.97968474374901,-1.9817412188544,-1.98036156981956,0,0
4_5,-1.98418835119781,-1.98161341648562,-99.9,-1.98349819290073,12.0141970308644,0
5_1,-1.9624867647364,-99.9,-1.96552355682514,-99.9,0,0
5_2,-1.96998004430569,-99.9,-1.96690742092449,-1.96737963388856,12.0228915233851,0
5_3,-1.98010937393984,-99.9,-1.98200199496899,-1.98049711017261,0,0
5_4,-1.98244366817796,-99.9,-1.98310202629514,-1.98353404137777,0,0
5_5,-1.9866956762447,-99.9,-99.9,-1.98622971925314,0,0


1_1,-99.9,-1.99076624985576,-1.9911526383801,-99.9,0,0
1_2,-99.9,-1.99066075919408,-1.99054634261492,-1.98994627097247,0,12.0050591661074
1_3,-99.9,-1.99453345259222,-1.99221402681762,-1.99308161339353,0,0
1_4,-99.9,-1.99348880300663,-1.9927567742893,-1.99358132755791,0,11.9964668546417
1_5,-99.9,-1.99495387258039,-99.9,-1.99395814215111,0,0
2_1,-1.99158688555093,-1.99204855503028,-1.99145825499916,-99.9,0,12.0047012655003
2_2,-1.99424358840176,-1.99607810675639,-1.99482343868963,-1.99429899493203,0,0
2_3,-1.99500728116631,-1.99486069026583,-1.9949507696914,-1.99502019867608,0,3.60159535166793
2_4,-1.99443489284766,-1.99529684867335,-1.99529225678309,-1.99493480817105,0,0
2_5,-1.99550221136902,-1.99590164757627,-99.9,-1.99544302316827,0,12.0033709319396
3_1,-1.99553691687956,-1.99595560027231,-1.9954836761984,-99.9,0,0
3_2,-1.99671359432577,-1.99723945710751,-1.99672209240862,-1.99671403855705,0,12.0022439408805
3_3,-1.99602595292559,-1.99606643825723,-1.99574778657192,-1.99697410239069,0,0
3_4,-1.99540524549664,-1.99620295463939,-1.99611005886026,-1.99609324784385,0,12.0012461687907
3_5,-1.99720096585547,-1.99688808783267,-99.9,-1.99711157483941,0,0
4_1,-1.99723489842233,-1.99738633300256,-1.99759259937529,-99.9,0,0
4_2,-1.9980793983848,-1.99812508948222,-1.9979838868702,-1.9980639097199,0,0
4_3,-1.99688210324788,-1.99647028332359,-1.99665330088291,-1.99801647937632,0,12.0044448332955
4_4,-1.99582782782477,-1.99596023980517,-1.99577276538913,-1.99582961873989,0,0
4_5,-1.9957450446062,-1.99477993717941,-99.9,-1.99491492756766,0,12.0031501350632
5_1,-1.99764188777051,-99.9,-1.99748145852756,-99.9,0,0
5_2,-1.99770110573635,-99.9,-1.99733088165999,-1.99769800131038,0,0
5_3,-1.99666677313498,-99.9,-1.99621102817495,-1.99686086446954,0,0
5_4,-1.99540612225293,-99.9,-1.99493175920078,-1.99566968256712,0,12.0040188145404
5_5,-1.9947577419318,-99.9,-99.9,-1.99529076715583,0,0
