Blocks (Y, X), N, S, E, W, P, D
1_1,-99.9,-1.99983765054606,-1.99985232833793,-99.9,0,0
1_2,-99.9,-1.99980516411766,-1.99979681840424,-1.99980493656367,0,0
1_3,-99.9,-1.99971942244703,-1.99972376079799,-1.99979204337693,0,0
1_4,-99.9,-1.99975350956968,-1.99973968952124,-1.99975817176717,0,0
1_5,-99.9,-1.99972886743508,-99.9,-1.99975941928414,0,0
2_1,-1.99980103302752,-1.99975680278827,-1.99975013343599,-99.9,0,0
2_2,-1.99977348302923,-1.99971006007807,-1.99970752566948,-1.99969898963871,0,0
2_3,-1.99972553498804,-1.99974210907233,-1.99968996022444,-1.9996928220585,0,0
2_4,-1.99976665742594,-1.9996517053058,-1.99964761502076,-1.99969895407643,0,0
2_5,-1.99958010002557,-1.99968046536738,-99.9,-1.99956594382627,12.0002679750798,0
3_1,-1.99966550482122,-1.99957558464598,-1.9996882796687,-99.9,0,0
3_2,-1.99948532100711,-1.99947828962953,-1.99951587954649,-1.99959118412577,12.000317145108,0
3_3,-1.99971653636257,-1.99968557960387,-1.99969774479477,-1.99969249671083,0,0
3_4,-1.99960985256982,-1.99964200695712,-1.99956288605788,-1.99946605974858,12.0002254795751,0
3_5,-1.99962008455917,-1.9996637157051,-99.9,-1.99960750063569,0,0
4_1,-1.99946468920291,-1.99946545224716,-1.99943073356378,-99.9,12.001128799007,0
4_2,-1.99950363439275,-1.9994323042394,-1.99937438502676,-1.9994180507643,0,0
4_3,-1.99954697087739,-1.99952398476918,-1.99937927627314,-1.99937394938522,12.0003131872858,0
4_4,-1.99966571478801,-1.99961280534146,-1.99963540351701,-1.99961773166147,0,0
4_5,-1.99961192818666,-1.99968895544616,-99.9,-1.99969551596857,12.0002311685679,0
5_1,-1.99948983083724,-99.9,-1.99940377995188,-99.9,0,0
5_2,-1.99940885460825,-99.9,-1.99950189662893,-1.99940309302537,12.0007986665943,0
5_3,-1.99965661460755,-99.9,-1.9996484357576,-1.99963512127936,0,0
5_4,-1.99973221670417,-99.9,-1.99966413702591,-1.99972011081134,0,0
5_5,-1.99979147320909,-99.9,-99.9,-1.99978187938376,0,0


1_1,-99.9,-1.99980202518834,-1.99980676877057,-99.9,0,0
1_2,-99.9,-1.99980094947433,-1.99978494744631,-1.99981502215216,0,12.0001843326934
1_3,-99.9,-1.99984770667177,-1.99988614230805,-1.99984012092489,0,0
1_4,-99.9,-1.99986092621531,-1.99987712560026,-1.99987061356482,0,11.905299791772
1_5,-99.9,-1.99986191188233,-99.9,-1.99987733439412,0,0
2_1,-1.99979029393801,-1.99978793520099,-1.99980233787641,-99.9,0,12.0001125797745
2_2,-1.99984466615328,-1.99983853540497,-1.99988596789407,-1.99985620037554,0,0
2_3,-1.99987626063119,-1.99986469672436,-1.99988369966289,-1.99986299282237,0,8.38539597371009
2_4,-1.99985335530564,-1.99987455687344,-1.99988379819571,-1.99988800032322,0,0
2_5,-1.99985484228938,-1.99989414060281,-99.9,-1.99988152446703,0,12.0000942972566
3_1,-1.99987706369591,-1.99990604266238,-1.99988030702284,-99.9,0,0
3_2,-1.999893617439,-1.99989626749512,-1.99989889394018,-1.99990331126391,0,12.0000821499325
3_3,-1.9998771815156,-1.99986993975994,-1.99988818321957,-1.99989956706294,0,0
3_4,-1.99988167439996,-1.99991332360338,-1.99988059058895,-1.99989770075339,0,12.0010181581083
3_5,-1.99991567757916,-1.99991061965715,-99.9,-1.99991259075413,0,0
4_1,-1.99991199635192,-1.9999114592932,-1.9999387833923,-99.9,0,0
4_2,-1.99993693284954,-1.99994178130692,-1.99993281885684,-1.99993825141219,0,0
4_3,-1.99988988707267,-1.99989581683713,-1.99991199667709,-1.99993205689935,0,12.0000908607891
4_4,-1.99990587772497,-1.99990458904983,-1.99990354838776,-1.99990980843739,0,0
4_5,-1.9999009215917,-1.99991392056311,-99.9,-1.99990427034279,0,12.0001260692254
5_1,-1.9999098227041,-99.9,-1.99992171669438,-99.9,0,0
5_2,-1.99993001758352,-99.9,-1.99992359109856,-1.99991666975034,0,0
5_3,-1.99990907032527,-99.9,-1.99989726873576,-1.99988672637701,0,0
5_4,-1.99991744850813,-99.9,-1.99990830112849,-1.99988621176091,0,12.0001365970952
5_5,-1.99990960533618,-99.9,-99.9,-1.99991710769164,0,0
